identifier,group,major_group,sub_group,membran_prediction,seq_start,number_cysteines
None|1397Boiga_|Boiga_dendrophila_gemmicincta,Plesiotypic,Plesiotypic,Dimeric,Secreted,,11
NCBI|Boiga_irregularis_Brisbane_GGUD01000006|Boiga_irregularis,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9
NCBI|Boiga_irregularis_Sulawesi_GGUE01000001|Boiga_irregularis,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9
TR|A0A0B8RZX5|Boiga_irregularis,Non-standard,Non-standard,,Secreted,MKT,9
NCBI|Boiga_irregularis_Brisbane_GGUD01000001|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10
NCBI|Boiga_irregularis_Brisbane_GGUD01000007|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10
None|1253Boiga_|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,,10
None|1255Boiga_|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,,10
None|1263Boiga_|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,,10
None|1279Boiga_|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,,10
None|1281Boiga_|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,,10
None|1289Boiga_|Boiga_irregularis,Plesiotypic,Plesiotypic,Dimeric,Secreted,,11
None|1295Boiga_|Boiga_irregularis,Plesiotypic,Plesiotypic,Dimeric,Secreted,,11
None|1355Boiga_|Boiga_irregularis,Plesiotypic,Plesiotypic,Dimeric,Secreted,,11
None|1359Boiga_|Boiga_irregularis,Plesiotypic,Plesiotypic,Dimeric,Secreted,,11
None|1363Boiga_|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,,10
None|1367Boiga_|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,,10
None|1371Boiga_|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,,10
None|1373Boiga_|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,,10
None|1381Boiga_|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,,10
SP|A0S864|Boiga_irregularis,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11
SP|A0S865|Boiga_irregularis,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11
TR|A0A0B8RS19|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10
TR|A0A0B8RS22|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10
TR|A0A0B8RS37|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10
TR|A0A0B8RS42|Boiga_irregularis,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11
TR|A0A0B8RS43|Boiga_irregularis,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11
TR|A0A0B8RS45|Boiga_irregularis,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11
TR|A0A0B8RS48|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10
TR|A0A0B8RSY0|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10
TR|A0A0B8RSY6|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10
TR|A0A0B8RSZ0|Boiga_irregularis,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11
TR|A0A0B8RSZ1|Boiga_irregularis,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11
TR|A0A0B8RSZ3|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10
TR|A0A0B8RVA5|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10
TR|A0A0B8RVB2|Boiga_irregularis,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11
TR|A0A0B8RVB7|Boiga_irregularis,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11
TR|A0A0B8RVB9|Boiga_irregularis,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11
TR|A0A0B8RVC5|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10
TR|A0A0B8RYW2|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10
TR|A0A0B8RYX1|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10
TR|A0A0B8RYX5|Boiga_irregularis,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11
TR|A0A0B8RYY0|Boiga_irregularis,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11
TR|A0A0B8RYY3|Boiga_irregularis,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11
TR|A0A0B8RYY5|Boiga_irregularis,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11
TR|A0A0B8RYY9|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10
TR|A0A0B8RZW9|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10
TR|A0A0B8RZX0|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10
TR|A0A0B8RZX6|Boiga_irregularis,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11
TR|A0A0B8RZX8|Boiga_irregularis,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11
TR|A0A0B8RZY0|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10
TR|A0A193CHL4|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10
TR|A0A193CHL6|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10
TR|A0A193CHL9|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10
TR|A0A193CHM0|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10
TR|A0A6G1S2N1|Boiga_nigriceps,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9
None|1285Boiga_|Boiga_nigriceps,Plesiotypic,Plesiotypic,Dimeric,Secreted,,11
None|1345Boiga_|Boiga_nigriceps,Plesiotypic,Plesiotypic,Dimeric,Secreted,,11
None|1347Boiga_|Boiga_nigriceps,Plesiotypic,Plesiotypic,Dimeric,Secreted,,11
TR|A0A193CHL8|Boiga_nigriceps,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11
TR|A0A6G1S2M3|Boiga_nigriceps,Plesiotypic,Plesiotypic,,Secreted,MKT,10
TR|A0A6G1S2M9|Boiga_nigriceps,Plesiotypic,Plesiotypic,,Secreted,MKT,10
NCBI|Boiga_trigonata_GGUG01000004|Boiga_trigonata,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9
NCBI|Boiga_trigonata_GGUG01000001|Boiga_trigonata,Plesiotypic,Plesiotypic,,Secreted,MKT,10
NCBI|Boiga_trigonata_GGUG01000002|Boiga_trigonata,Plesiotypic,Plesiotypic,,Secreted,MKT,10
NCBI|Boiga_trigonata_GGUG01000005|Boiga_trigonata,Plesiotypic,Plesiotypic,,Secreted,MKT,10
NCBI|Boiga_trigonata_GGUG01000007|Boiga_trigonata,Plesiotypic,Plesiotypic,,Secreted,MKT,10
NCBI|BOITR_GGUG01000006.1_1_318|Boiga_trigonata,Plesiotypic,Plesiotypic,,Secreted,MKT,10
NCBI|BOITR_GGUG01000007.1_1_330|Boiga_trigonata,Plesiotypic,Plesiotypic,,Secreted,MKT,10
None|1331Boiga_|Boiga_trigonata,Plesiotypic,Plesiotypic,,Secreted,,10
SP|P83490|Coelognathus_radiatus,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|CONLI_GJFD01001950.1_49_315|Conophis_lineatus,Plesiotypic,Plesiotypic,,Secreted,,10
SP|A7X6J0|Dispholidus_typus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y,Secreted,MKT,9
TR|A7X3Q4|Dispholidus_typus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9
TR|A7X3T2|Dispholidus_typus,Plesiotypic,Plesiotypic,,Secreted,MKT,10
TR|A7X3U0|Dispholidus_typus,Plesiotypic,Plesiotypic,,Secreted,MKT,10
TR|A7X3P2|Erythrolamprus_poecilogyrus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9
TR|A7X3P8|Erythrolamprus_poecilogyrus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9
SP|A7X3M9|Erythrolamprus_poecilogyrus,Plesiotypic,Plesiotypic,,Secreted,MKA,10
NCBI|HELLE_OL366256.1_49_246|Helicops_leopardinus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9
NCBI|HELLE_OL366259.1_1_249|Helicops_leopardinus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9
NCBI|HELLE_OL366260.1_1_243|Helicops_leopardinus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,7
NCBI|HELLE_OL366262.1_1_258|Helicops_leopardinus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9
NCBI|HELLE_OL366263.1_1_237|Helicops_leopardinus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9
None|Helicops_leopardinus_unigene312779|Helicops_leopardinus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,7
None|Helicops_leopardinus_unigene312780|Helicops_leopardinus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,9
None|Helicops_leopardinus_unigene312792|Helicops_leopardinus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9
None|Helicops_leopardinus_unigene312798|Helicops_leopardinus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,9
None|Helicops_leopardinus_unigene488093|Helicops_leopardinus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,7
None|Helicops_leopardinus_unigene488904|Helicops_leopardinus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,7
None|Helicops_leopardinus_unigene490899|Helicops_leopardinus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,9
None|Helicops_leopardinus_unigene57119|Helicops_leopardinus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,9
NCBI|HETNA_OL366266.1_1_249|Heterodon_nasicus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9
None|Heterodon_nasicus_unigene14895|Heterodon_nasicus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,8
None|Heterodon_nasicus_unigene2480|Heterodon_nasicus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,9
None|Heterodon_nasicus_unigene384518|Heterodon_nasicus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,9
None|Heterodon_nasicus_unigene617783|Heterodon_nasicus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,8
TR|A0A098M253|Hypsiglena_sp._JMG-2014,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9
TR|A0A098LWV3|Opheodrys_aestivus,Non-standard,Non-standard,Viperid non-standard C #8 -> Y,Secreted,MKT,9
TR|A0A098LWU4|Opheodrys_aestivus,Plesiotypic,Plesiotypic,,Membrane,MKT,10
TR|A0A098LYB1|Opheodrys_aestivus,Plesiotypic,Plesiotypic,,Secreted,MKT,10
SP|C0HJD3|Oxybelis_fulgidus,Plesiotypic,Plesiotypic,,Secreted,,10
TR|A0A193CHK9|Oxybelis_fulgidus,Plesiotypic,Plesiotypic,,Secreted,MKT,10
TR|A0A098LYG6|Pantherophis_guttatus,Non-standard,Non-standard,,Secreted,MKT,10
NCBI|Pgut_NW_023031289_1_mka|Pantherophis_guttatus,Plesiotypic,Plesiotypic,,Secreted,,10
TR|A0A098LYH6|Pantherophis_guttatus,Plesiotypic,Plesiotypic,,Secreted,MKA,10
TR|A0A098LYI5|Pantherophis_guttatus,Plesiotypic,Plesiotypic,,Secreted,MKT,10
TR|A0A6P9C8Z9|Pantherophis_guttatus,Plesiotypic,Plesiotypic,,Secreted,MKT,10
NCBI|Pgut_NW_023011746_1_mka|Pantherophis_guttatus,Non-standard,Non-standard,Basal genomic 8-cysteines,Secreted,,8
TR|A0A182C5S7|Phalotris_mertensi,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9
TR|A0A182C5Y1|Phalotris_mertensi,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,7
NCBI|RHASU_OL439256.1_49_252|Rhabdophis_subminiatus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9
NCBI|RHASU_OL439258.1_1_255|Rhabdophis_subminiatus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y,Secreted,MKT,9
None|Rhabdophis_subminiatus_unigene144234|Rhabdophis_subminiatus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,9
None|Rhabdophis_subminiatus_unigene61055|Rhabdophis_subminiatus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,9
NCBI|RHASU_OL439257.1_1_264|Rhabdophis_subminiatus,Plesiotypic,Plesiotypic,,Secreted,MKT,10
NCBI|RHASU_OL439259.1_1_258|Rhabdophis_subminiatus,Plesiotypic,Plesiotypic,,Secreted,MKT,10
NCBI|RHASU_OL439262.1_1_264|Rhabdophis_subminiatus,Non-standard,Non-standard,,Secreted,MKT,11
NCBI|RHASU_OL439263.1_1_264|Rhabdophis_subminiatus,Plesiotypic,Plesiotypic,,Secreted,MKT,10
None|Rhabdophis_subminiatus_unigene52075|Rhabdophis_subminiatus,Plesiotypic,Plesiotypic,,Secreted,,10
None|Rhabdophis_subminiatus_unigene76486|Rhabdophis_subminiatus,Non-standard,Non-standard,,Secreted,,11
None|Rhabdophis_subminiatus_unigene76489|Rhabdophis_subminiatus,Plesiotypic,Plesiotypic,,Secreted,,10
TR|A0A346CI88|Spilotes_sulphureus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y,Secreted,,9
TR|A0A346CI89|Spilotes_sulphureus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,9
TR|A0A346CI93|Spilotes_sulphureus,Plesiotypic,Plesiotypic,Dimeric,Secreted,,11
TR|A0A346CI94|Spilotes_sulphureus,Plesiotypic,Plesiotypic,,Secreted,,10
TR|A0A346CI95|Spilotes_sulphureus,Plesiotypic,Plesiotypic,,Secreted,,10
TR|A0A346CIA0|Spilotes_sulphureus,Plesiotypic,Plesiotypic,Dimeric,Secreted,,11
TR|A0A346CIA9|Spilotes_sulphureus,Plesiotypic,Plesiotypic,,Secreted,,10
TR|A0A346CIB0|Spilotes_sulphureus,Plesiotypic,Plesiotypic,,Secreted,,10
TR|A0A346CIB1|Spilotes_sulphureus,Plesiotypic,Plesiotypic,Dimeric,Secreted,,11
TR|A0A346CIB2|Spilotes_sulphureus,Plesiotypic,Plesiotypic,,Secreted,,10
TR|A0A346CIB4|Spilotes_sulphureus,Plesiotypic,Plesiotypic,,Secreted,,10
TR|A0A346CIB5|Spilotes_sulphureus,Plesiotypic,Plesiotypic,,Secreted,,10
TR|A0A346CIB7|Spilotes_sulphureus,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|TANNI_GJFV01002418.1_1_255|Tantilla_nigriceps,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,9
NCBI|TANNI_GJFV01002407.1_1_318|Tantilla_nigriceps,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|TANNI_GJFV01002408.1_1_327|Tantilla_nigriceps,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|TANNI_GJFV01002409.1_1_333|Tantilla_nigriceps,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|TANNI_GJFV01002410.1_1_321|Tantilla_nigriceps,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|TANNI_GJFV01002419.1_1_255|Tantilla_nigriceps,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|TANNI_GJFV01002420.1_1_258|Tantilla_nigriceps,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|TANNI_GJFV01002421.1_70_255|Tantilla_nigriceps,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|TANNI_GJFV01002438.1_1_327|Tantilla_nigriceps,Plesiotypic,Plesiotypic,,Secreted,,10
TR|A7X3N6|Telescopus_dhara,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9
TR|A7X3S5|Telescopus_dhara,Non-standard,Non-standard,,Secreted,MKT,9
SP|A7X3V0|Telescopus_dhara,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11
TR|A7X3S8|Telescopus_dhara,Non-standard,Non-standard,,Secreted,MKT,11
NCBI|THAST_JK264299.1_33_284|Thamnodynastes_strigatus,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|Tele_NC_045548_1_gene_1_mRNA_14|Thamnophis_elegans,Non-standard,Non-standard,,Secreted,,9
NCBI|THAEL_XM_032222341.1_64_258|Thamnophis_elegans,Non-standard,Non-standard,,Secreted,MKT,9
NCBI|Tele_NC_045548_1_gene_1_mRNA_1_mka|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|Tele_NC_045548_1_gene_1_mRNA_10_mka|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|Tele_NC_045548_1_gene_1_mRNA_11_mka|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|Tele_NC_045548_1_gene_1_mRNA_13_mka|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|Tele_NC_045548_1_gene_1_mRNA_16|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|Tele_NC_045548_1_gene_1_mRNA_17|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|Tele_NC_045548_1_gene_1_mRNA_18|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|Tele_NC_045548_1_gene_1_mRNA_2_mka|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|Tele_NC_045548_1_gene_1_mRNA_4_mka|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|Tele_NC_045548_1_gene_1_mRNA_5_mka|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|Tele_NC_045548_1_gene_1_mRNA_6_mka|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|Tele_NC_045548_1_gene_1_mRNA_7_mka|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|Tele_NC_045548_1_gene_1_mRNA_8_mka|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|Tele_NC_045548_1_gene_1_mRNA_9_mka|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|Tele_rna_XM_032222338_1|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,MKT,10
NCBI|Tele_rna_XM_032222748_1_mka|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,MKA,10
NCBI|THAEL_XM_032222342.1_49_258|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,MKT,10
NCBI|THAEL_XM_032222748.1_26_265|Thamnophis_elegans,Plesiotypic,Plesiotypic,,Secreted,MKA,10
NCBI|Tele_NC_045548_1_gene_1_mRNA_15_mka|Thamnophis_elegans,Non-standard,Non-standard,Basal genomic 8-cysteines,Secreted,,8
NCBI|Tele_rna_XM_032222667_1_mka|Thamnophis_elegans,Non-standard,Non-standard,Basal genomic 8-cysteines,Secreted,MKA,8
NCBI|THAEL_XR_004255865.1_31_267|Thamnophis_elegans,Non-standard,Non-standard,Basal genomic 8-cysteines,Secreted,,8
NCBI|THASI_GDKU01029485.1_88_309|Thamnophis_sirtalis,Non-standard,Non-standard,,Secreted,,11
None|Thelotornis_mossambicanus_3FTx_01|Thelotornis_mossambicanus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,9
None|Thelotornis_mossambicanus_3FTx_04|Thelotornis_mossambicanus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y,Secreted,,9
TR|A0A646QBR0|Thelotornis_mossambicanus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y,Secreted,,9
TR|A0A646QDR7|Thelotornis_mossambicanus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y,Secreted,,9
None|Thelotornis_mossambicanus_3FTx_05|Thelotornis_mossambicanus,Plesiotypic,Plesiotypic,,Secreted,,10
None|Thelotornis_mossambicanus_3FTx_06|Thelotornis_mossambicanus,Plesiotypic,Plesiotypic,,Secreted,,10
None|Thelotornis_mossambicanus_3FTx_08|Thelotornis_mossambicanus,Plesiotypic,Plesiotypic,,Secreted,,10
None|Thelotornis_mossambicanus_3FTx_09|Thelotornis_mossambicanus,Plesiotypic,Plesiotypic,,Secreted,,10
None|Thelotornis_mossambicanus_3FTx_11|Thelotornis_mossambicanus,Plesiotypic,Plesiotypic,,Secreted,,10
None|Thelotornis_mossambicanus_3FTx_15|Thelotornis_mossambicanus,Plesiotypic,Plesiotypic,,Secreted,,10
SP|A7X6I4|Thrasops_jacksonii,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y,Secreted,MKT,9
TR|A7X3T6|Thrasops_jacksonii,Plesiotypic,Plesiotypic,,Secreted,MKT,10
TR|A7X3U4|Thrasops_jacksonii,Plesiotypic,Plesiotypic,,Secreted,MKL,10
TR|A7X3U7|Thrasops_jacksonii,Non-standard,Non-standard,,Secreted,MKT,11
NCBI|TREVA_GGQZ01007816.1_20_253|Tretanorhinus_variabilis,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,9
SP|A7X3S2|Trimorphodon_biscutatus,Non-standard,Non-standard,,Secreted,MKT,9
SP|A7X3S0|Trimorphodon_biscutatus,Plesiotypic,Plesiotypic,,Secreted,MKT,10
TR|A7X3Q9|Trimorphodon_biscutatus,Plesiotypic,Plesiotypic,,Secreted,MKT,10
TR|A0A193CHM1|Trimorphodon_lambda,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11
TR|A0A193CHM4|Trimorphodon_lambda,Plesiotypic,Plesiotypic,,Secreted,MKT,10
TR|A0A193CHM5|Trimorphodon_lambda,Plesiotypic,Plesiotypic,,Secreted,MKT,10
NCBI|XENME_JZ904769.1_12_257|Xenodon_merremii,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,9
NCBI|XENME_JZ904948.1_7_246|Xenodon_merremii,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,9
NCBI|XENME_JZ904898.1_10_261|Xenodon_merremii,Plesiotypic,Plesiotypic,,Secreted,,10
SP|P01385|Acanthophis_antarcticus,Long-chain,Long-chain,,Secreted,,10
SP|P0DKW9|Acanthophis_antarcticus,Long-chain,Long-chain,,Secreted,,10
SP|P34073|Acanthophis_antarcticus,Long-chain,Long-chain,,Secreted,,10
SP|P01434|Acanthophis_antarcticus,Short-chain,Short-chain,,Secreted,,9
TR|R4FI70|Acanthophis_wellsi,Long-chain,Long-chain,,Secreted,MKT,10
TR|R4FI75|Acanthophis_wellsi,Long-chain,Long-chain,,Secreted,MKT,10
TR|R4G2D8|Acanthophis_wellsi,Long-chain,Long-chain,,Secreted,MKT,10
TR|R4G2D9|Acanthophis_wellsi,Long-chain,Long-chain,,Secreted,MKT,10
TR|R4G2P6|Acanthophis_wellsi,Long-chain,Long-chain,,Secreted,MKT,10
TR|R4G7E7|Acanthophis_wellsi,Long-chain,Long-chain,,Secreted,MKT,10
TR|R4G7E8|Acanthophis_wellsi,Long-chain,Long-chain,,Secreted,MKT,10
TR|R4G2D7|Acanthophis_wellsi,Short-chain,Short-chain,,Secreted,MKT,9
TR|R4G2P2|Acanthophis_wellsi,Short-chain,Short-chain,,Secreted,MKT,8
SP|P19958|Aipysurus_laevis,Short-chain,Short-chain,,Secreted,,9
SP|P19959|Aipysurus_laevis,Short-chain,Short-chain,,Secreted,MKT,9
SP|P19960|Aipysurus_laevis,Short-chain,Short-chain,,Secreted,MKT,9
SP|P32879|Aipysurus_laevis,Short-chain,Short-chain,,Secreted,,9
NCBI|ASPSC_GHOC01000120.1_C395_189|Aspidelaps_scutatus,Long-chain,Long-chain,,Secreted,,10
NCBI|ASPSC_GHOC01000728.1_C419_201|Aspidelaps_scutatus,Non-standard,Non-standard,,Secreted,,11
NCBI|ASPSC_GHOC01001452.1_C395_195|Aspidelaps_scutatus,Long-chain,Long-chain,,Secreted,,10
NCBI|ASPSC_GHOC01002482.1_C199_2|Aspidelaps_scutatus,Long-chain,Long-chain,,Secreted,,10
SP|P25670|Aspidelaps_scutatus,Long-chain,Long-chain,,Secreted,,10
NCBI|ASPSC_GHOC01002299.1_C248_45|Aspidelaps_scutatus,Non-standard,Non-standard,,Secreted,,10
NCBI|ASPSC_GHOC01000043.1_C425_180|Aspidelaps_scutatus,Short-chain,Short-chain,,Secreted,,9
NCBI|ASPSC_GHOC01000196.1_C418_209|Aspidelaps_scutatus,Short-chain,Short-chain,P-type cytotoxin,Secreted,,9
NCBI|ASPSC_GHOC01000373.1_C401_153|Aspidelaps_scutatus,Short-chain,Short-chain,Cobra+ 8-cysteine clade in plesiotypics,Secreted,,8
NCBI|ASPSC_GHOC01000507.1_C460_218|Aspidelaps_scutatus,Short-chain,Short-chain,,Secreted,,8
NCBI|ASPSC_GHOC01000706.1_C513_331|Aspidelaps_scutatus,Short-chain,Short-chain,,Secreted,,8
NCBI|ASPSC_GHOC01000786.1_C477_220|Aspidelaps_scutatus,Short-chain,Short-chain,,Secreted,,8
NCBI|ASPSC_GHOC01000868.1_C426_214|Aspidelaps_scutatus,Short-chain,Short-chain,,Secreted,,9
NCBI|ASPSC_GHOC01001195.1_C374_120|Aspidelaps_scutatus,Short-chain,Short-chain,,Secreted,,8
NCBI|ASPSC_GHOC01001197.1_C406_203|Aspidelaps_scutatus,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8
NCBI|ASPSC_GHOC01001435.1_C398_174|Aspidelaps_scutatus,Short-chain,Short-chain,P-type cytotoxin,Secreted,,9
NCBI|ASPSC_GHOC01001478.1_C367_110|Aspidelaps_scutatus,Short-chain,Short-chain,,Secreted,,8
NCBI|ASPSC_GHOC01002308.1_C243_1|Aspidelaps_scutatus,Short-chain,Short-chain,,Secreted,,8
SP|P19003|Aspidelaps_scutatus,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8
SP|P19004|Aspidelaps_scutatus,Short-chain,Short-chain,P-type cytotoxin,Secreted,,9
SP|B2BRQ5|Austrelaps_labialis,Long-chain,Long-chain,,Secreted,MKT,10
SP|B2BRQ6|Austrelaps_labialis,Long-chain,Long-chain,,Secreted,MKT,10
TR|B2BRQ7|Austrelaps_labialis,Long-chain,Long-chain,,Secreted,MKT,10
TR|B2BRQ8|Austrelaps_labialis,Long-chain,Long-chain,,Secreted,MKT,10
TR|B2BRQ9|Austrelaps_labialis,Long-chain,Long-chain,,Secreted,MKT,10
TR|B2BRR0|Austrelaps_labialis,Long-chain,Long-chain,,Secreted,MKT,10
TR|B2BRR1|Austrelaps_labialis,Long-chain,Long-chain,,Secreted,MKT,10
